author,title,type,start,end,kind,words
"Dickens, Charles",Great Expectations,sentence,2459,2732,NA,The neighbourhood however highly approved of these arrangements and we were much admired as we went through the village the more youthful and vigorous part of the community making dashes now and then to cut us off and lying in wait to intercept us at points of vantage
"Dickens, Charles",Great Expectations,sentence,2734,2878,NA,At such times the more exuberant among them called out in an excited manner on our emergence round some corner of expectancy  Here  they come
"Dickens, Charles",Great Expectations,sentence,2880,2926,NA, Here  they are and we were all but cheered
"Dickens, Charles",Great Expectations,sentence,2928,3116,NA,In this progress I was much annoyed by the abject Pumblechook who being behind me persisted all the way as a delicate attention in arranging my streaming hatband and smoothing my cloak
"Dickens, Charles",Great Expectations,sentence,3118,3299,NA,My thoughts were further distracted by the excessive pride of Mr and Mrs Hubble who were surpassingly conceited and vainglorious in being members of so distinguished a procession
"Dickens, Charles",Great Expectations,sentence,3301,3560,NA,And now the range of marshes lay clear before us with the sails of the ships on the river growing out of it and we went into the churchyard close to the graves of my unknown parents Philip Pirrip late of this parish and Also Georgiana Wife of the Above
"Dickens, Charles",Great Expectations,sentence,3562,3722,NA,And there my sister was laid quietly in the earth while the larks sang high above it and the light wind strewed it with beautiful shadows of clouds and trees
"Dickens, Charles",Great Expectations,sentence,3724,4165,NA,Of the conduct of the worldly minded Pumblechook while this was doing I desire to say no more than it was all addressed to me and that even when those noble passages were read which remind humanity how it brought nothing into the world and can take nothing out and how it fleeth like a shadow and never continueth long in one stay I heard him cough a reservation of the case of a young gentleman who came unexpectedly into large property
"Dickens, Charles",Great Expectations,sentence,4167,4382,NA,When we got back he had the hardihood to tell me that he wished my sister could have known I had done her so much honour and to hint that she would have considered it reasonably purchased at the price of her death
"Dickens, Charles",Great Expectations,sentence,4384,4629,NA,After that he drank all the rest of the sherry and Mr Hubble drank the port and the two talked which I have since observed to be customary in such cases as if they were of quite another race from the deceased and were notoriously immortal
"Dickens, Charles",Great Expectations,sentence,4631,4814,NA,Finally he went away with Mr and Mrs Hubbleto make an evening of it I felt sure and to tell the Jolly Bargemen that he was the founder of my fortunes and my earliest benefactor
"Dickens, Charles",Great Expectations,sentence,4816,4983,NA,When they were all gone and when Trabb and his menbut not his Boy I looked for himhad crammed their mummery into bags and were gone too the house felt wholesomer
"Dickens, Charles",Great Expectations,sentence,4985,5252,NA,Soon afterwards Biddy Joe and I had a cold dinner together but we dined in the best parlour not in the old kitchen and Joe was so exceedingly particular what he did with his knife and fork and the saltcellar and what not that there was great restraint upon us
"Dickens, Charles",Great Expectations,sentence,5254,5439,NA,But after dinner when I made him take his pipe and when I had loitered with him about the forge and when we sat down together on the great block of stone outside it we got on better
"Dickens, Charles",Great Expectations,sentence,5441,5638,NA,I noticed that after the funeral Joe changed his clothes so far as to make a compromise between his Sunday dress and working dress in which the dear fellow looked natural and like the Man he was
"Dickens, Charles",Great Expectations,sentence,5640,5810,NA,He was very much pleased by my asking if I might sleep in my own little room and I was pleased too for I felt that I had done rather a great thing in making the request
"Dickens, Charles",Great Expectations,sentence,5812,5934,NA,When the shadows of evening were closing in I took an opportunity of getting into the garden with Biddy for a little talk
"Dickens, Charles",Great Expectations,sentence,5936,6015,NA,Biddy said I I think you might have written to me about these sad matters
"Dickens, Charles",Great Expectations,sentence,6017,6046,NA,Do you Mr Pip said Biddy
"Dickens, Charles",Great Expectations,sentence,6048,6093,NA,I should have written if I had thought that
"Dickens, Charles",Great Expectations,sentence,6095,6201,NA,Dont suppose that I mean to be unkind Biddy when I say I consider that you ought to have thought that
"Dickens, Charles",Great Expectations,sentence,6203,6220,NA,Do you Mr Pip
"Dickens, Charles",Great Expectations,sentence,6222,6351,NA,She was so quiet and had such an orderly good and pretty way with her that I did not like the thought of making her cry again
"Dickens, Charles",Great Expectations,sentence,6353,6442,NA,After looking a little at her downcast eyes as she walked beside me I gave up that point
"Dickens, Charles",Great Expectations,sentence,6444,6520,NA,I suppose it will be difficult for you to remain here now Biddy dear Oh
"Dickens, Charles",Great Expectations,sentence,6522,6608,NA,I cant do so Mr Pip said Biddy in a tone of regret but still of quiet conviction
"Dickens, Charles",Great Expectations,sentence,6610,6679,NA,I have been speaking to Mrs Hubble and I am going to her tomorrow
"Dickens, Charles",Great Expectations,sentence,6681,6771,NA,I hope we shall be able to take some care of Mr Gargery together until he settles down
"Dickens, Charles",Great Expectations,sentence,6773,6806,NA,How are you going to live Biddy
"Dickens, Charles",Great Expectations,sentence,6808,6920,NA,If you want any mo How am I going to live repeated Biddy striking in with a momentary flush upon her face
"Dickens, Charles",Great Expectations,sentence,6922,6945,NA,Ill tell you Mr Pip
"Dickens, Charles",Great Expectations,sentence,6947,7032,NA,I am going to try to get the place of mistress in the new school nearly finished here
"Dickens, Charles",Great Expectations,sentence,7034,7165,NA,I can be well recommended by all the neighbours and I hope I can be industrious and patient and teach myself while I teach others
"Dickens, Charles",Great Expectations,sentence,7167,7381,NA,You know Mr Pip pursued Biddy with a smile as she raised her eyes to my face the new schools are not like the old but I learnt a good deal from you after that time and have had time since then to improve
"Dickens, Charles",Great Expectations,sentence,7383,7449,NA,I think you would always improve Biddy under any circumstances
"Dickens, Charles",Great Expectations,sentence,7451,7454,NA,Ah
"Dickens, Charles",Great Expectations,sentence,7456,7510,NA,Except in my bad side of human nature murmured Biddy
"Dickens, Charles",Great Expectations,sentence,7512,7575,NA,It was not so much a reproach as an irresistible thinking aloud
"Dickens, Charles",Great Expectations,sentence,7577,7581,NA,Well
"Dickens, Charles",Great Expectations,sentence,7583,7623,NA,I thought I would give up that point too
"Dickens, Charles",Great Expectations,sentence,7625,7704,NA,So I walked a little further with Biddy looking silently at her downcast eyes
"Dickens, Charles",Great Expectations,sentence,7706,7768,NA,I have not heard the particulars of my sisters death Biddy
"Dickens, Charles",Great Expectations,sentence,7770,7803,NA,They are very slight poor thing
